Project Name,Year,Date,Location,Area,Treatment ID,Treatment,Habitat,N Trial,N2 Flux,SOD ,NOX Flux,NH4 Flux,SOM,N2_flux_calc,NOX_flux_calc,NH4_flux_calc,DNF_eff
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-1,Natural Reef,REEF,Ambient,57.1,833,0,4.53,2.27,57.1,0,4.53,92.65
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-2,Natural Reef,REEF,Ambient,44.9,676,1.75,48.49,0.96,44.9,1.75,48.49,47.19
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-3,Natural Reef,REEF,Ambient,24.6,554,0,-29.44,1.33,24.6,0,0,100.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,C no OY-1,Flat,FLAT,Enriched,121.4,910,-177.18,-19.45,2.42,121.4,0,0,100.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,C no OY-2,Flat,FLAT,Enriched,117.7,401,-173.19,25.31,0.66,117.7,0,25.31,82.30
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,C no OY-3,Flat,FLAT,Enriched,112.6,562,-113.24,54.62,0.65,112.6,0,54.62,67.34
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY B Cage-1,Bottom Cage,CULTURE,Enriched,-156.5,167,-94.59,10.66,2.85,0,0,10.66,0.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY B Cage-2,Bottom Cage,CULTURE,Enriched,50.6,1060,-98.58,27.98,1.3,50.6,0,27.98,64.39
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY B Cage-3,Bottom Cage,CULTURE,Enriched,162.1,500,-61.28,74.6,1.5,162.1,0,74.6,68.48
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-M-1,Floating Bags,CULTURE,Enriched,143.1,2148,-129.22,-18.12,5.88,143.1,0,0,100.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-M-2,Floating Bags,CULTURE,Enriched,124.1,2222,-177.18,73.27,6.18,124.1,0,73.27,62.88
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-M-3,Floating Bags,CULTURE,Enriched,123,1254,-133.22,2.66,1.33,123,0,2.66,97.88
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-edge-1,Floating Bags Edge,CULTURE,Enriched,71.3,991,-214.49,6.66,2.56,71.3,0,6.66,91.46
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-edge-2,Floating Bags Edge,CULTURE,Enriched,166.8,787,-93.25,46.63,2.41,166.8,0,46.63,78.15
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY float-edge-3,Floating Bags Edge,CULTURE,Enriched,149.9,1008,-137.22,10.66,3.06,149.9,0,10.66,93.36
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY LOB-1,Loose on Bottom,CULTURE,Enriched,71.4,749,-107.91,227.81,1.36,71.4,0,227.81,23.86
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY LOB-2,Loose on Bottom,CULTURE,Enriched,168.1,980,-114.57,83.93,1.77,168.1,0,83.93,66.70
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY LOB-3,Loose on Bottom,CULTURE,Enriched,155.2,1276,-142.55,146.54,0.66,155.2,0,146.54,51.44
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-1,Natural Reef,REEF,Enriched,65.5,2551,-151.87,-120.96,2.27,65.5,0,0,100.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-2,Natural Reef,REEF,Enriched,27,2187,-177.18,-47.83,0.96,27,0,0,100.00
SG Oyster Culture,2021,6/28/21,Core Sound,Core Sound,OY Wild-3,Natural Reef,REEF,Enriched,59.8,1011,-158.53,-27.04,1.33,59.8,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Ambient,47.5,951.6,1.59,-1.25,6.65,47.5,1.59,0,96.76
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Ambient,66.5,1460.8,-4.48,-6.37,5.69,66.5,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Ambient,51.1,1060,-4.97,0.45,6.97,51.1,0,0.45,99.13
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Ambient,67.7,1446.6,-4.32,-0.99,6.5,67.7,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Ambient,80.8,1656.5,-1.37,-2.77,5.69,80.8,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Ambient,74.7,2222.8,-5.64,-2.09,8.48,74.7,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Ambient,41.6,900.2,3.25,-10.22,4.61,41.6,3.25,0,92.75
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Ambient,43,974.6,-1.44,-5.76,3.04,43,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Ambient,97.9,1029.5,-1.23,-6.35,7.09,97.9,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Ambient,85.5,1401.6,3.05,9.38,6.69,85.5,3.05,9.38,87.31
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Ambient,45,1338.3,1.08,-0.51,3.81,45,1.08,0,97.66
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Ambient,62.1,1613.1,0,11.44,6.76,62.1,0,11.44,84.44
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Ambient,21.8,531.1,0.2,-18.25,14.52,21.8,0.2,0,99.09
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Ambient,22.5,519.1,1.03,-4.97,14.16,22.5,1.03,0,95.62
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Ambient,46.5,632.9,-0.87,-15.13,13.47,46.5,0,0,100.00
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Ambient,113.9,2104.3,-0.88,-15.53,12.31,113.9,0,0,100.00
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Ambient,49.1,1436.6,-0.68,-21.81,15.17,49.1,0,0,100.00
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Ambient,46.4,1144,1.11,-9.87,9.55,46.4,1.11,0,97.66
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Enriched,50.6,1045.5,-171.02,-9.65,6.65,50.6,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Enriched,98,1713.9,-148.02,-2.68,5.69,98,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters removed,Relay,REEF,Enriched,52,1185.9,-113.88,8.35,6.97,52,0,8.35,86.16
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Enriched,89.7,1743.7,-262.98,-2.17,6.5,89.7,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Enriched,110.1,1863.2,-291.91,-11.87,5.69,110.1,0,0,100.00
Oyster Relay,2022,6/13/22,Ward Creek,North River,oysters ,No Relay,REEF,Enriched,120.3,1888.1,-284.28,-15.75,8.48,120.3,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Enriched,54.2,1318.6,-200.22,-20.86,4.61,54.2,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Enriched,52,1061.5,-130.22,10.96,3.04,52,0,10.96,82.59
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters removed,Relay,REEF,Enriched,42.8,1035.6,-134.62,-7.27,7.09,42.8,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Enriched,93.4,1921.5,-220.2,-16.04,6.69,93.4,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Enriched,53.1,1462.4,-151.29,-24.18,3.81,53.1,0,0,100.00
Oyster Relay,2022,6/13/22,Harlow Creek,Newport River,oysters ,No Relay,REEF,Enriched,93.6,2070.6,-142.03,2.01,6.76,93.6,0,2.01,97.90
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Enriched,39.7,1114.8,-48.04,6.1,14.52,39.7,0,6.1,86.68
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Enriched,48.8,983.4,-32.28,7.83,14.16,48.8,0,7.83,86.17
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters removed,Relay,REEF,Enriched,62.5,1734.7,-12.16,27.92,13.47,62.5,0,27.92,69.12
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Enriched,151.5,1905,-127.55,-2.41,12.31,151.5,0,0,100.00
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Enriched,54.4,1774.1,-111.67,-0.44,15.17,54.4,0,0,100.00
Oyster Relay,2022,6/13/22,Newport R Lime Kill,Newport River,oysters ,No Relay,REEF,Enriched,117.8,1961.5,-135.19,18.48,9.55,117.8,0,18.48,86.44
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Ambient,4.7,191,-3.13,-0.57,9.04,4.7,0,0,100.00
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Ambient,7,493,-5.05,-0.77,9.17,7,0,0,100.00
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Ambient,1.5,367,-2.62,-0.45,8.9,1.5,0,0,100.00
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Ambient,26.6,910,-3.13,-1.97,11.1,26.6,0,0,100.00
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Ambient,31.2,1136,0.08,6.33,10.1,31.2,0.08,6.33,82.96
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Ambient,27.6,1163,-3.74,57.31,11.5,27.6,0,57.31,32.51
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,no oysters,Flat,FLAT,Ambient,0,116,2.42,-7.63,0.86,0,2.42,0,0.00
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,no oysters,Flat,FLAT,Ambient,18.1,513,-0.41,-8.34,0.79,18.1,0,0,100.00
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Ambient,117.4,2410,-0.25,-6.35,0.89,117.4,0,0,100.00
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Ambient,14.9,571,-3.81,-12.15,0.5,14.9,0,0,100.00
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Ambient,19.9,500,-2.6,-7.86,0.9,19.9,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Ambient,16.4,562,0.08,4.32,0.74,16.4,0.08,4.32,78.85
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Ambient,18.2,213,1.63,6.38,0.76,18.2,1.63,6.38,69.44
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Ambient,23,278,1.39,4.04,0.91,23,1.39,4.04,80.90
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Ambient,27.2,424,1.64,0.93,0.81,27.2,1.64,0.93,91.37
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Ambient,21.7,316,1.43,-4.14,0.76,21.7,1.43,0,93.82
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Ambient,15.5,185,-1.03,-3.14,0.73,15.5,0,0,100.00
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Enriched,21.8,280,-35.46,9.37,9.04,21.8,0,9.37,69.94
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Enriched,20.5,365,-45.1,0.09,9.17,20.5,0,0.09,99.56
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,no oysters,Flat,FLAT,Enriched,21.4,333,-24.87,9.94,8.9,21.4,0,9.94,68.28
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Enriched,62.1,1300,-101.91,13.26,11.1,62.1,0,13.26,82.40
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Enriched,54.1,1356,-126.87,7.45,10.1,54.1,0,7.45,87.90
SG Oyster Culture,2022,7/11/22,Frey UP,Newport River,oysters,Floating Bags,CULTURE,Enriched,34.2,1054,-18.65,42.51,11.5,34.2,0,42.51,44.58
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,no oysters,Flat,FLAT,Enriched,13.2,163,-33.03,-2,0.86,13.2,0,0,100.00
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,no oysters,Flat,FLAT,Enriched,20.3,359,18.86,12.66,0.79,20.3,18.86,12.66,39.17
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,no oysters,Flat,FLAT,Enriched,17.4,320,5.12,39.9,0.82,17.4,5.12,39.9,27.88
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Enriched,109,2508,-155.46,185.95,0.89,109,0,185.95,36.96
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Enriched,23,668,-64.37,8.25,0.5,23,0,8.25,73.60
SG Oyster Culture,2022,7/11/22,Boyd Mid,Newport River,oysters,Floating Bags,CULTURE,Enriched,33.4,1380,23.1,-1.41,0.9,33.4,23.1,0,59.12
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Enriched,19.5,695,-172.89,-23.91,0.74,19.5,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Enriched,15.2,391,-94.6,-18.02,0.76,15.2,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,no oysters,Flat,FLAT,Enriched,21.1,523,-112.53,-18.33,0.91,21.1,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Enriched,29.2,844,-128.8,-24.06,0.81,29.2,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Enriched,17.9,549,-85.15,-21.6,0.76,17.9,0,0,100.00
SG Oyster Culture,2022,7/11/22,Bayer DWN,Newport River,oysters,Floating Bags,CULTURE,Enriched,12.8,413,-68.73,-8.37,0.73,12.8,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Ambient,14.11,560.93,2.14,9.67,10.73,14.11,2.14,9.67,54.44
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Ambient,32.93,755.1,0.88,-3.72,10.94,32.93,0.88,0,97.40
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Ambient,25.76,349.22,-0.92,-1.64,10.76,25.76,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Ambient,24.77,606.01,-0.05,-5.16,10.11,24.77,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Ambient,45.13,1001.29,-2.33,7.09,10.44,45.13,0,7.09,86.42
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Ambient,41.97,1251.82,-2.77,5.95,10.79,41.97,0,5.95,87.58
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Ambient,21.82,493.18,-0.28,1.43,9.76,21.82,0,1.43,93.85
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Ambient,21.3,419.59,2.66,-9.06,,21.3,2.66,0,88.90
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Ambient,17.38,576.02,1.95,1.51,10.24,17.38,1.95,1.51,83.40
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Ambient,13.18,358.63,-1.95,37.25,8.46,13.18,0,37.25,26.14
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Ambient,28.8,343.66,4.01,23.45,8.48,28.8,4.01,23.45,51.19
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Ambient,31.46,475.63,-0.52,17.84,8.76,31.46,0,17.84,63.81
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Ambient,52.45,966.56,-3.37,1.85,0.94,52.45,0,1.85,96.59
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Ambient,47.26,363.66,-1.76,12.62,0.99,47.26,0,12.62,78.92
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Ambient,47.58,428.62,-3.62,6.3,0.88,47.58,0,6.3,88.31
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Ambient,36.91,387.86,-2.32,4.14,1.72,36.91,0,4.14,89.91
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Ambient,34.2,406.01,-1.61,3.65,1.85,34.2,0,3.65,90.36
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Ambient,39.27,280.14,-1.61,18.26,1.52,39.27,0,18.26,68.26
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Enriched,20.41,561.23,-134.35,31.72,10.73,20.41,0,31.72,39.15
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Enriched,43.76,1091.57,-151.9,6.45,10.94,43.76,0,6.45,87.15
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Float,Floating Bags,CULTURE,Enriched,32.84,585.2,-76.98,2.98,10.76,32.84,0,2.98,91.68
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Enriched,32.29,973.71,-119.62,-5.64,10.11,32.29,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Enriched,48.24,1471.29,-92.03,24.47,10.44,48.24,0,24.47,66.35
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,Cage,Bottom Cage,CULTURE,Enriched,127.2,2515.19,-289.01,2.41,10.79,127.2,0,2.41,98.14
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Enriched,21.43,631.6,-125.83,25.87,9.76,21.43,0,25.87,45.31
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Enriched,17.39,378.06,-80.35,31.2,,17.39,0,31.2,35.79
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,LOB,Loose on Bottom,CULTURE,Enriched,15.1,508.98,-62.59,24.34,10.24,15.1,0,24.34,38.29
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Enriched,20.24,436.63,-68.92,15.99,8.46,20.24,0,15.99,55.87
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Enriched,12.41,421.68,-124.77,4.62,8.48,12.41,0,4.62,72.87
SG Oyster Culture,2022,7/25/22,NPR UP,Newport River,UP X OY ,Flat,FLAT,Enriched,21.54,656.36,-130.53,-10.78,8.76,21.54,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Enriched,71.32,2234.54,-316.31,-46.89,0.94,71.32,0,0,100.00
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Enriched,22.98,583.78,-102.41,25.65,0.99,22.98,0,25.65,47.25
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks Cage,Bottom Cage,CULTURE,Enriched,25.51,486.87,-61.26,75.36,0.88,25.51,0,75.36,25.29
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Enriched,22.52,568.97,-57.99,20.8,1.72,22.52,0,20.8,51.99
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Enriched,21.66,496.02,-48.8,15.52,1.85,21.66,0,15.52,58.26
SG Oyster Culture,2022,7/25/22,NPR MID,Newport River,Weeks X OY,Flat,FLAT,Enriched,24.47,281.87,-51.69,23.21,1.52,24.47,0,23.21,51.32